title,primary_domain,structural_archetype,published_date,publish_day,publish_hour,views,likes,comments,engagement_rate_%,duration_formatted,thumbnail_url,url,video_id,description_clean
محمد رسول اللہﷺ | MUHAMMAD RASOOLULLAH (SAW) | SPECIAL LECTURE  -2 |,SPECIAL LECTURE SERIES,Thematic Academic Seminars,16-11-22,Wednesday,15,241,34,4,15.77,58:30:00,https://i.ytimg.com/vi/pHSRLJksMs4/maxresdefault.jpg,https://youtube.com/watch?v=pHSRLJksMs4,pHSRLJksMs4,"SPECIAL LECTURE SERIES | CLASS-2 | ( محمد رسول اللہﷺ ) TOPIC - ( محمد رسول اللہﷺ ) #muhammad rasoolulllah class-2 like , subscribe and share for more Islamic lectures"
53. Sora Muhammad & Fatah | Ramzan 26,Tarjuma Quran in Ramazan 2026,Standalone Keynotes,14-03-26,Saturday,8,231,4,0,1.73,1:58:44,https://i.ytimg.com/vi/kwgrdLcSVRI/maxresdefault.jpg,https://youtube.com/watch?v=kwgrdLcSVRI,kwgrdLcSVRI,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
65- Shuaraa R5-11/A69-227 | Dora Tarjuma Quran,Dora Tarjuma Quran 2023,Standalone Keynotes,11-02-24,Sunday,4,230,8,0,3.48,33:18:00,https://i.ytimg.com/vi/yLs66XW7Nqc/maxresdefault.jpg,https://youtube.com/watch?v=yLs66XW7Nqc,yLs66XW7Nqc,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
East Pakistan Tragedy | سانحہ مشرقی پاکستان۔ کرنے کا اصل کام | Khutba e Jumma,Khutba e Jumma,General Discourse,18-12-22,Sunday,10,230,10,2,5.22,23:25,https://i.ytimg.com/vi/2vOcYwHgIxg/maxresdefault.jpg,https://youtube.com/watch?v=2vOcYwHgIxg,2vOcYwHgIxg,"Khutba e Jumma 16-12-22 | سورۃ بنی اسرائیل رکوع 1 East Pakistan Tragedy | سانحہ مشرقی پاکستان۔ کرنے کا اصل کام #eastpakistan #bangladesh #pakistanhistory What are the real reasons for the fall of Bengal #ummat e Muslima Please subscribe to our channel And Press Bell Button. So, You can receive our latest videos... Also, like our videos and share them with family and friends... If you have any questions or suggestions please let us know through your valuable comments... Thanks for watching this video..."
1. Quranic Arabic Class | Gender & Capacity,Online Quranic Arabic Course,Standalone Keynotes,29-01-25,Wednesday,5,228,22,5,11.84,1:26:53,https://i.ytimg.com/vi/0QnDGSRbQ_A/maxresdefault.jpg,https://youtube.com/watch?v=0QnDGSRbQ_A,0QnDGSRbQ_A,"#quran #ramazan #tarjuma #tarjumaequran #muhammad #arabic #grammar #arabicgrammarlessons #arabiclanguage #dictionary #quraniclanguage A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
Dear Mentor,Our Teachers,Standalone Keynotes,21-11-23,Tuesday,8,226,17,2,8.41,10:36,https://i.ytimg.com/vi/Eq67xdPrpKA/maxresdefault.jpg,https://youtube.com/watch?v=Eq67xdPrpKA,Eq67xdPrpKA,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
54. Sora Hujurat | Ramzan 26,Tarjuma Quran in Ramazan 2026,Standalone Keynotes,15-03-26,Sunday,6,221,7,0,3.17,1:55:53,https://i.ytimg.com/vi/zmudTf3nMxU/maxresdefault.jpg,https://youtube.com/watch?v=zmudTf3nMxU,zmudTf3nMxU,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
اللہ کی رحمت بڑھتی ہے ۔۔ کم نہیں ہوتی #quran #muhammad #ramazan #قرآن #ramadan #pakistan,Unassigned Individual Uploads,General Discourse,03-04-23,Monday,10,220,47,2,22.27,1:00,https://i.ytimg.com/vi/NkN1ywpN4XE/maxresdefault.jpg,https://youtube.com/watch?v=NkN1ywpN4XE,NkN1ywpN4XE,@drhafizhaseeb #quran #ramazan #pakistan #currentaffairs #قرآن #muhammad #ramadan #jumma #tahajjud
"Khilafat, Constitution, Election | Should We Vote? Why?",Dars e Quran,General Discourse,02-02-24,Friday,3,216,15,7,10.19,51:09:00,https://i.ytimg.com/vi/SQ0FRlBbSK4/maxresdefault.jpg,https://youtube.com/watch?v=SQ0FRlBbSK4,SQ0FRlBbSK4,"#election2024 #quran #muhammad #seerat #islam #politics #ibadat #khilafat #constitution #vote #voter #عبادت #خلافت #آئین_بچاؤ_ملک_بچاؤ #الیکشن_کراو_پاکستان_بچاو #شورٰی #ووٹ Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
ذٰلِكَ الكِتابُ | This is The Book,Unassigned Individual Uploads,Standalone Keynotes,19-02-26,Thursday,5,213,7,0,3.29,0:40,https://i.ytimg.com/vi/YhCE9n0bROY/maxresdefault.jpg,https://youtube.com/watch?v=YhCE9n0bROY,YhCE9n0bROY,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
1. Fatiha & Baqarah 1-39 # Dora Quran 2025,Ramazan 2025,Standalone Keynotes,01-03-25,Saturday,17,207,11,1,5.8,1:06:58,https://i.ytimg.com/vi/5EL0HVbS4tE/maxresdefault.jpg,https://youtube.com/watch?v=5EL0HVbS4tE,5EL0HVbS4tE,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
Spouse relationship -1 | میاں بیوی کا تعلق | Mian biwi ka taaluq | Special Lecture 14,SPECIAL LECTURE SERIES,Thematic Academic Seminars,13-02-23,Monday,3,206,15,1,7.77,35:35:00,https://i.ytimg.com/vi/WBbuZzGb2z8/maxresdefault.jpg,https://youtube.com/watch?v=WBbuZzGb2z8,WBbuZzGb2z8,"Spouse relationship -1 | میاں بیوی کا تعلق | Special Lecture 14 This is a group of lectures about the Quranic descriptions of Islamic principles of Spouse relationships, Please subscribe to our channel And Press the bell Button. So, You can receive our latest videos... Also, like our videos and share them with family and friends... If you have any questions or suggestions please let us know through your valuable comments... Thanks for watching this video.."
The Just & Balancing Ummat. A Role Model for Humanity,Noor e Sahar @ 24 news,Standalone Keynotes,21-08-25,Thursday,6,204,24,6,14.71,7:48,https://i.ytimg.com/vi/-8N25B-g6Zc/maxresdefault.jpg,https://youtube.com/watch?v=-8N25B-g6Zc,-8N25B-g6Zc,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
آئین کیا ہے؟ #voter #politics #quran #vote #khilafat #muhammad #seerat #عبادت,Unassigned Individual Uploads,General Discourse,07-02-24,Wednesday,18,203,21,0,10.34,1:00,https://i.ytimg.com/vi/mB7Q4OtIkG0/maxresdefault.jpg,https://youtube.com/watch?v=mB7Q4OtIkG0,mB7Q4OtIkG0,
Road Traffic in Islam | ٹریفک کی تعلیماتِ نبویؐ,Khutba e Jumma,Standalone Keynotes,10-11-23,Friday,16,202,13,3,7.92,25:27:00,https://i.ytimg.com/vi/MtdikIZBBoE/maxresdefault.jpg,https://youtube.com/watch?v=MtdikIZBBoE,MtdikIZBBoE,"#quran #ramazan #tarjuma #tarjumaequran #muhammad #traffic #trafficpolice #trafficupdates #helmet #seatbelts #pathway #trafficsignals A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
Dajjal & Qadyaniat | دجالیت اور قادیانیت,Khutba e Jumma,Standalone Keynotes,26-02-24,Monday,16,194,5,2,3.61,27:16:00,https://i.ytimg.com/vi/7Lw3fTizGnk/maxresdefault.jpg,https://youtube.com/watch?v=7Lw3fTizGnk,7Lw3fTizGnk,"#quran #ramazan #tarjuma #tarjumaequran #muhammad Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
Defintion of Taqwa in Quran,Noor e Sahar @ 24 news,Standalone Keynotes,26-08-25,Tuesday,14,193,21,3,12.44,2:31,https://i.ytimg.com/vi/yj6IgS6B7jg/maxresdefault.jpg,https://youtube.com/watch?v=yj6IgS6B7jg,yj6IgS6B7jg,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
Spouse relationship -2 | میاں بیوی کے مسائل کا قرآنی حل |  Special Lecture 15,SPECIAL LECTURE SERIES,Thematic Academic Seminars,15-02-23,Wednesday,4,190,17,2,10,49:45:00,https://i.ytimg.com/vi/93o5wl9mYeg/maxresdefault.jpg,https://youtube.com/watch?v=93o5wl9mYeg,93o5wl9mYeg,"Spouse relationship -2 | میاں بیوی کے مسائل کا قرآنی حل | Special Lecture 15 This is a group of lectures about the Quranic descriptions of Islamic principles of Spouse relationships, Please subscribe to our channel And Press the bell Button. So, You can receive our latest videos... Also, like our videos and share them with family and friends... If you have any questions or suggestions please let us know through your valuable comments... Thanks for watching this video.."
Fair Trail | منصفانہ حقِ سماعت,Constitution of Pakistan,General Discourse,10-12-23,Sunday,7,189,8,0,4.23,11:08,https://i.ytimg.com/vi/zauT-37geyI/maxresdefault.jpg,https://youtube.com/watch?v=zauT-37geyI,zauT-37geyI,"Combined study and discussion on Constitution of Pakistan #fairtrial #constitutionalrights #humanrights #state #fundamentalrights #treason #constitution #pakistan #quran #islam #constitutionallaw #constitution_making #قرارداد Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
Overseas voters & Islam #voter #politics #khilafat #quran #vote #seerat #muhammad,Unassigned Individual Uploads,General Discourse,07-02-24,Wednesday,18,189,27,0,14.29,1:01,https://i.ytimg.com/vi/RDNWKg30Zto/maxresdefault.jpg,https://youtube.com/watch?v=RDNWKg30Zto,RDNWKg30Zto,
"ظالم اور متقی کی زندگی، موت، قبر اور حشر | Life, Death, Grave & Resurrection",Khutba e Jumma,General Discourse,07-12-23,Thursday,1,188,6,1,3.72,27:00:00,https://i.ytimg.com/vi/NsrgFCLSLAY/maxresdefault.jpg,https://youtube.com/watch?v=NsrgFCLSLAY,NsrgFCLSLAY,"Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
40. Sora Namal | Ramzan 26,Tarjuma Quran in Ramazan 2026,Standalone Keynotes,09-03-26,Monday,6,187,4,0,2.14,1:30:21,https://i.ytimg.com/vi/uu-uWIi5uQE/maxresdefault.jpg,https://youtube.com/watch?v=uu-uWIi5uQE,uu-uWIi5uQE,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
Insan or Ummat ki Azmaish #quran,Unassigned Individual Uploads,General Discourse,21-02-26,Saturday,21,187,12,0,6.42,1:01,https://i.ytimg.com/vi/wHBdzmJPE24/maxresdefault.jpg,https://youtube.com/watch?v=wHBdzmJPE24,wHBdzmJPE24,
مسلم آئین ہوا کافر تو ملے حوروقصور #khilafat #politics #quran #muhammad,Unassigned Individual Uploads,General Discourse,10-02-24,Saturday,4,186,28,1,15.59,1:00,https://i.ytimg.com/vi/eE2pEAfCdCk/maxresdefault.jpg,https://youtube.com/watch?v=eE2pEAfCdCk,eE2pEAfCdCk,
Physical Fitness in Islam | اسلام اور جسمانی فٹنس,Khutba e Jumma,General Discourse,10-05-24,Friday,18,184,14,4,9.78,23:41,https://i.ytimg.com/vi/ty2PchkIQD0/maxresdefault.jpg,https://youtube.com/watch?v=ty2PchkIQD0,ty2PchkIQD0,#muhammad #quran #sahaba #sahabiyat #seerat #excercise #physiotherapy #obesity #physical #physicaleducation #gym #horseriding #swimming #running #training #ground
Reality of Man and its Creation | انسان کی حقیقت اور تخلیق کے مختلف مراحل | Special lecture 4-A,SPECIAL LECTURE SERIES,Thematic Academic Seminars,05-12-22,Monday,16,182,14,3,9.34,30:51:00,https://i.ytimg.com/vi/tftLF_ompWY/maxresdefault.jpg,https://youtube.com/watch?v=tftLF_ompWY,tftLF_ompWY,"lecture 4-A Special lecture series (see part B too) Reality of Man and its Creation | انسان کی حقیقت اور تخلیق کے مختلف مراحل #Creation of Man #Reality of man #rooh Please subscribe to our channel And Press Bell Button. So, You can received our latest videos... Also like our videos and share with family and friends... If you have any questions or suggestions please let us know through your valuable comments... Thanks for watching this video..."
Momin and Prayer | مومن اورنماز | Khutbah e Jumma,Khutba e Jumma,Standalone Keynotes,13-01-23,Friday,14,181,14,1,8.29,30:44:00,https://i.ytimg.com/vi/cckX5GazxW4/maxresdefault.jpg,https://youtube.com/watch?v=cckX5GazxW4,cckX5GazxW4,"Khutba e Jumma 13-01-23 | مومن اور نماز | نماز سے کیا ملتا ہے؟ | How should I pray? | What will I get from salat and prayer? #momin #salat #namaz #prayer #نماز #مومن #فلاح Please subscribe to our channel And Press Bell Button. So, You can receive our latest videos... Also, like our videos and share them with family and friends... If you have any questions or suggestions please let us know through your valuable comments... Thanks for watching this video..."
30. Sora Kahaf | Ramzan 26,Tarjuma Quran in Ramazan 2026,Standalone Keynotes,05-03-26,Thursday,6,180,4,0,2.22,1:24:56,https://i.ytimg.com/vi/LOLbMPOtLyw/maxresdefault.jpg,https://youtube.com/watch?v=LOLbMPOtLyw,LOLbMPOtLyw,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
Seerat un Nabi ﷺ class 2 | ؐعرب کے حالات اور چالیس سالہ حیاتِ طیبہ,Seerat un Nabi (S.A.W) | سیرت النبی ﷺ |,Serial Coursework,13-12-22,Tuesday,16,179,17,4,11.73,1:10:22,https://i.ytimg.com/vi/wWIJ5-zOgIU/maxresdefault.jpg,https://youtube.com/watch?v=wWIJ5-zOgIU,wWIJ5-zOgIU,"A short course on Seerat un Nabi ﷺ | Class 2/5 ؐعرب کے حالات اور چالیس سالہ حیاتِ طیبہ #arab condition before Prohet Muhammad SAW Life of prophet Muhammad SAW. #muhammad #prophetmuhammad #prophet #prophets #سیرت_نبوی #سیرت_النبی #سیرت #seerat #seeratunnabi Please subscribe to our channel And Press Bell Button. So, You can receive our latest videos... Also, like our videos and share them with family and friends... If you have any questions or suggestions please let us know through your valuable comments... Thanks for watching this video"
12- Zarb e Kaleem | زمین و آسمان | ضربِ کلیم,IQBAL & QURAN with friends,General Discourse,25-09-23,Monday,5,178,16,2,10.11,19:08,https://i.ytimg.com/vi/1JaeCgNOfc0/maxresdefault.jpg,https://youtube.com/watch?v=1JaeCgNOfc0,1JaeCgNOfc0,"A collective study of Kalam e Iqbal with reference to the Quran. #iqbal #iqbalpoetry #zarbekaleem Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
5. Baqara 189 to 242 | Ramzan 26,Tarjuma Quran in Ramazan 2026,Standalone Keynotes,21-02-26,Saturday,5,177,13,0,7.34,1:39:00,https://i.ytimg.com/vi/dFkolVhUReY/maxresdefault.jpg,https://youtube.com/watch?v=dFkolVhUReY,dFkolVhUReY,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
16. Aaraf 1 to 53 | Ramzan 26,Tarjuma Quran in Ramazan 2026,Standalone Keynotes,26-02-26,Thursday,7,176,6,2,4.55,49:23:00,https://i.ytimg.com/vi/VG-GKtmbSaA/maxresdefault.jpg,https://youtube.com/watch?v=VG-GKtmbSaA,VG-GKtmbSaA,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
Intro & Importance of Constitution | آئینِ کا تعارف اور اہمیت | Ep-01,Constitution of Pakistan,Serial Coursework,12-07-23,Wednesday,20,176,13,0,7.39,21:18,https://i.ytimg.com/vi/qLOZmO6Raag/maxresdefault.jpg,https://youtube.com/watch?v=qLOZmO6Raag,qLOZmO6Raag,"#constitution #pakistan #quran #islam Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
